customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9959-WOFKT,Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),107.28,7509.6,No
4190-MFLUW,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.52,444.16,Yes
4183-MYFRB,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.52,1776.88,Yes
8779-QRDMV,Male,1,No,No,0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,0.0,Yes
1680-VDCWW,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.09,220.99,No
1066-JKSGK,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.94,0.0,Yes
3638-WEABW,Female,0,Yes,No,55,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),60.21,3311.55,No
6322-HRPFA,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.93,2986.78,Yes
6865-JZNKO,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.96,1645.92,No
6467-CHFZW,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.55,4794.75,Yes
8665-UTDHZ,Male,0,Yes,Yes,0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,37.75,0.0,Yes
5248-YGIJN,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),96.56,6855.76,No
8773-HHUOZ,Female,0,No,Yes,15,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.84,1032.6,Yes
3841-NFECX,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),98.04,6862.8,No
4929-XIHVW,Male,1,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.0,0.0,No
6827-IEAUQ,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,73.97,1775.28,No
7310-EGVHZ,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.15,0.0,No
3413-BMNZE,Male,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.97,0.0,No
6234-RAAPL,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),107.22,7505.4,No
6047-YHPVI,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.68,145.36,Yes
6572-ADKRS,Female,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.39,3413.77,No
5380-WJKOV,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.31,3419.61,Yes
8168-UQWWF,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.99,1019.9,Yes
8865-TNMNX,Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,57.34,516.06,No
9489-DEDVP,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),71.12,4836.16,No
9867-JCZSP,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,316.5,No
4671-VJLCL,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.91,4874.51,No
4080-IIARD,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.85,778.5,No
3714-NTNFO,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.04,4184.88,No
5948-UJZLF,Male,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.5,0.0,No
7760-OYPDY,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.62,0.0,Yes
7639-LIAYI,Male,0,No,No,49,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.2,3978.8,Yes
2954-PIBKO,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),67.31,4577.08,No
8012-SOUDQ,Female,1,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.9,3836.0,No
9420-LOJKX,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.84,1210.08,Yes
6575-SUVOI,Female,1,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.6,1790.4,No
7495-OOKFY,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.49,506.94,Yes
4667-QONEA,Female,1,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),75.8,4472.2,No
1658-BYGOY,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.88,1483.2,Yes
8769-KKTPH,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.93,6217.73,No
5067-XJQFU,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,112.92,7226.88,No
3957-SQXML,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.44,974.08,No
5954-BDFSG,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.1,7941.9,No
0434-CSFON,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.78,4760.1,No
1215-FIGMP,Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.7,5260.6,No
0526-SXDJP,Male,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),46.87,3327.77,No
0557-ASKVU,Female,0,Yes,Yes,17,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.44,1027.48,No
5698-BQJOH,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.05,686.35,Yes
5122-CYFXA,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.09,80.09,No
8627-ZYGSZ,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,82.18,3780.28,No
3410-YOQBQ,Female,0,No,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,80.36,2410.8,No
3170-NMYVV,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.05,1058.4,No
7410-OIEDU,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.96,587.72,No
2273-QCKXA,Male,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,54.83,0.0,No
0731-EBJQB,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.73,1261.23,No
1891-QRQSA,Male,1,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,7079.05,No
8028-PNXHQ,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.59,1627.81,No
5630-AHZIL,Female,0,No,Yes,0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.21,0.0,No
2673-CXQEU,Female,1,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,113.32,6005.96,No
6416-JNVRK,Female,0,No,No,43,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),57.07,2454.01,No
5590-ZSKRV,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,60.05,360.3,No
0191-ZHSKZ,Male,1,No,No,28,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.01,2240.28,No
3887-PBQAO,Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.6,1327.2,Yes
5919-TMRGD,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.23,0.0,Yes
8108-UXRQN,Female,0,Yes,Yes,8,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,53.49,427.92,No
9191-MYQKX,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.92,485.52,Yes
9919-YLNNG,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.35,4303.65,No
0318-ZOPWS,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.07,1319.29,No
4445-ZJNMU,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.86,748.02,No
4808-YNLEU,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),63.16,2147.44,No
1862-QRWPE,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.94,1266.18,No
2796-NNUFI,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.25,1136.25,No
3016-KSVCP,Male,0,Yes,No,26,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.94,882.44,No
4767-HZZHQ,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.29,2410.83,No
2424-WVHPL,Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,78.66,0.0,No
7233-PAHHL,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.18,5861.7,No
6067-NGCEU,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.46,7389.44,No
9848-JQJTX,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.52,7246.4,No
8637-XJIVR,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.85,745.65,Yes
9803-FTJCG,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),73.5,5145.0,No
0278-YXOOG,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.72,68.16,Yes
3212-KXOCR,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.41,1295.91,No
4598-XLKNJ,Female,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.51,2380.73,Yes
6380-ARCEH,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.89,0.0,No
3679-XASPY,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.61,0.0,Yes
7123-WQUHX,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),96.32,3467.52,No
5386-THSLQ,Female,1,Yes,No,64,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.64,3048.96,No
3192-NQECA,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.66,7387.9,Yes
6180-YBIQI,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.95,51.9,No
6728-DKUCO,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,109.98,7698.6,No
9750-BOOHV,Female,0,No,No,29,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,32.38,939.02,No
8597-CWYHH,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,95.93,4029.06,No
2848-YXSMW,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.25,1535.25,No
0486-HECZI,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.56,5322.24,No
4549-ZDQYY,Female,0,No,No,50,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),63.59,3179.5,No
5712-AHQNN,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.04,4117.68,No
4846-WHAFZ,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.86,2874.96,Yes
5256-SKJGO,Female,0,Yes,Yes,63,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,59.9,3773.7,No
3071-VBYPO,Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,91.43,0.0,No
9560-BBZXK,Female,0,No,No,35,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),33.74,1180.9,Yes
5299-RULOA,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.48,913.32,Yes
8402-OOOHJ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.34,848.92,No
9445-ZUEQE,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.99,2224.75,No
1091-SOZGA,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.98,5773.9,No
2928-HLDBA,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.85,109.25,No
0404-SWRVG,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.63,0.0,Yes
6497-TILVL,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.39,271.95,No
7219-TLZHO,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.94,62.82,No
4622-YNKIJ,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,95.95,2974.45,No
4412-YLTKF,Female,1,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.68,2149.68,Yes
6734-PSBAW,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.63,1794.1,No
3930-ZGWVE,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.53,0.0,No
2639-UGMAZ,Male,1,No,No,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,63.88,4343.84,No
2876-GZYZC,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.11,861.1,No
6207-WIOLX,Female,0,Yes,Yes,22,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.22,1456.84,Yes
8587-XYZSF,Male,0,No,No,64,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),55.8,3571.2,No
3091-FYHKI,Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.76,0.0,Yes
2372-HWUHI,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.53,0.0,No
7799-LGRDP,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.76,1097.16,No
7850-VWJUU,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.14,1577.94,No
3774-VBNXY,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.68,1444.48,No
6217-KDYWC,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.01,1344.56,No
0390-DCFDQ,Female,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.37,0.0,Yes
3146-MSEGF,Female,1,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.25,6549.75,Yes
4080-OGPJL,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,76.79,383.95,Yes
1095-WGNGG,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.1,6259.9,No
2636-SJDOU,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),91.33,5662.46,No
1131-QQZEB,Male,1,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.85,1921.65,No
5716-EZXZN,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),100.46,6429.44,No
6837-BJYDQ,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.49,0.0,No
2135-RXIHG,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.52,0.0,Yes
6440-DKQGE,Male,0,No,Yes,27,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.02,1782.54,No
3466-BYAVD,Male,0,Yes,Yes,14,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.84,1061.76,Yes
3780-YVMFA,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71.51,429.06,No
3874-EQOEP,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.05,490.25,Yes
1679-JRFBR,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),112.15,7626.2,No
9073-ZZIAY,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,88.4,5304.0,No
3077-RSNTJ,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,62.1,No
6551-GNYDG,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.78,1128.14,No
9167-APMXZ,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.88,1688.72,No
2749-CTKAJ,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.68,455.28,No
6371-NZYEG,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.74,841.62,No
7554-NEWDD,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.0,240.0,No
8992-VONJD,Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,61.33,674.63,No
0867-MKZVY,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,84.27,1516.86,Yes
4482-EWFMI,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.83,72.83,No
4648-YPBTM,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.94,4047.0,No
2907-ILJBN,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.64,197.12,No
6345-FZOQH,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.77,1793.59,No
3376-BMGFE,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.27,150.54,Yes
5997-OPVFA,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.94,6669.74,No
3445-HXXGF,Male,1,Yes,No,55,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49.95,2747.25,Yes
