customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8091-TTVAX,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),101.66,5692.96,No
0280-XJGEX,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.41,4954.27,Yes
5129-JLPIS,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.07,2545.68,No
3655-SNQYZ,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.62,7612.54,No
8191-XWSZG,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.41,1070.5,No
9959-WOFKT,Male,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),108.49,7485.81,No
4190-MFLUW,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.22,441.76,Yes
4183-MYFRB,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.41,1736.79,No
8779-QRDMV,Male,1,No,No,0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,40.6,0.0,Yes
1680-VDCWW,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.12,201.2,No
1066-JKSGK,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.79,0.0,Yes
3638-WEABW,Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),60.35,3439.95,No
6322-HRPFA,Male,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),61.36,2945.28,No
6865-JZNKO,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.26,1631.54,No
6467-CHFZW,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.48,4521.6,Yes
8665-UTDHZ,Male,0,Yes,Yes,0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,31.39,0.0,Yes
5248-YGIJN,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.53,6498.63,No
8773-HHUOZ,Female,0,No,Yes,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.69,1051.04,Yes
3841-NFECX,Female,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.39,6650.91,No
4929-XIHVW,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.17,96.17,No
6827-IEAUQ,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.52,1729.52,No
7310-EGVHZ,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.56,0.0,No
3413-BMNZE,Male,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.36,0.0,No
6234-RAAPL,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),101.03,7072.1,No
6047-YHPVI,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.12,280.48,Yes
6572-ADKRS,Female,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.7,3374.8,No
5380-WJKOV,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.02,3531.66,Yes
8168-UQWWF,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.5,985.0,Yes
8865-TNMNX,Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,51.4,462.6,No
9489-DEDVP,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),70.03,4762.04,No
9867-JCZSP,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.68,362.88,No
4671-VJLCL,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.9,4873.9,No
4080-IIARD,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.81,844.91,No
3714-NTNFO,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.83,4034.01,No
5948-UJZLF,Male,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.03,0.0,No
7760-OYPDY,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.16,81.16,Yes
7639-LIAYI,Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.61,4162.11,No
2954-PIBKO,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),65.34,4443.12,No
8012-SOUDQ,Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.85,3765.85,No
9420-LOJKX,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.89,1398.46,Yes
6575-SUVOI,Female,1,Yes,No,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.92,1608.16,No
7495-OOKFY,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.47,494.82,Yes
4667-QONEA,Female,1,Yes,Yes,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),76.72,4449.76,No
1658-BYGOY,Male,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.45,1639.65,Yes
8769-KKTPH,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.66,6178.92,No
5067-XJQFU,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.67,6954.88,No
3957-SQXML,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.1,861.3,No
5954-BDFSG,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.55,7636.05,No
0434-CSFON,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.29,4558.05,No
1215-FIGMP,Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.51,5249.58,No
0526-SXDJP,Male,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),43.53,3090.63,No
0557-ASKVU,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.51,872.16,No
5698-BQJOH,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.38,667.66,Yes
5122-CYFXA,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.46,152.92,No
8627-ZYGSZ,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,80.13,3685.98,No
3410-YOQBQ,Female,0,No,No,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,80.01,2320.29,No
3170-NMYVV,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.76,1017.24,No
7410-OIEDU,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.21,649.68,No
2273-QCKXA,Male,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.75,0.0,No
0731-EBJQB,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.79,1111.29,No
1891-QRQSA,Male,1,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.46,7034.52,Yes
8028-PNXHQ,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.68,1540.8,No
5630-AHZIL,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.03,66.03,No
2673-CXQEU,Female,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.84,6096.2,No
6416-JNVRK,Female,0,No,No,45,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),56.49,2542.05,No
5590-ZSKRV,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.62,389.34,No
0191-ZHSKZ,Male,1,No,No,28,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.26,2107.28,No
3887-PBQAO,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.96,1159.28,No
5919-TMRGD,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.93,0.0,Yes
8108-UXRQN,Female,0,Yes,Yes,10,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.93,519.3,No
9191-MYQKX,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.09,456.54,Yes
9919-YLNNG,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.72,4188.8,No
0318-ZOPWS,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.12,1061.76,No
4445-ZJNMU,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.08,700.56,No
4808-YNLEU,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.87,2137.58,No
1862-QRWPE,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.29,979.34,No
2796-NNUFI,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.74,956.56,No
3016-KSVCP,Male,0,Yes,No,28,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,34.74,972.72,No
4767-HZZHQ,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),83.25,2331.0,No
2424-WVHPL,Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,75.06,0.0,No
7233-PAHHL,Male,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.08,5445.12,No
6067-NGCEU,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.6,7030.8,No
9848-JQJTX,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.36,7267.56,No
8637-XJIVR,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.62,806.2,Yes
9803-FTJCG,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),68.28,4779.6,No
0278-YXOOG,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.51,90.04,Yes
3212-KXOCR,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.02,1123.02,No
4598-XLKNJ,Female,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.92,2298.16,Yes
6380-ARCEH,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,0.0,No
3679-XASPY,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.75,0.0,No
7123-WQUHX,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.52,3534.24,No
5386-THSLQ,Female,1,Yes,No,65,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.69,2969.85,No
3192-NQECA,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.83,7314.78,Yes
6180-YBIQI,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.22,75.66,No
6728-DKUCO,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.66,7430.86,No
9750-BOOHV,Female,0,No,No,30,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,31.61,948.3,No
8597-CWYHH,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.5,3969.0,No
2848-YXSMW,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1389.5,No
0486-HECZI,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.25,5305.5,Yes
4549-ZDQYY,Female,0,No,No,50,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.82,2941.0,No
5712-AHQNN,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.06,3815.46,No
4846-WHAFZ,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.63,2794.68,Yes
5256-SKJGO,Female,0,Yes,Yes,63,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,56.5,3559.5,No
3071-VBYPO,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,91.05,182.1,No
9560-BBZXK,Female,0,No,No,34,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.08,1056.72,No
5299-RULOA,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.96,908.64,Yes
8402-OOOHJ,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.94,837.6,No
9445-ZUEQE,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.05,2176.25,No
1091-SOZGA,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.01,5500.55,No
2928-HLDBA,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.48,107.4,No
0404-SWRVG,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,149.7,Yes
6497-TILVL,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,52.39,261.95,No
7219-TLZHO,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.47,42.94,No
4622-YNKIJ,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,90.93,2818.83,No
4412-YLTKF,Female,1,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.13,2031.38,Yes
6734-PSBAW,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.81,1666.7,No
3930-ZGWVE,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,0.0,Yes
2639-UGMAZ,Male,1,No,No,70,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,58.07,4064.9,No
2876-GZYZC,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.71,1052.52,No
6207-WIOLX,Female,0,Yes,Yes,23,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.74,1351.02,Yes
8587-XYZSF,Male,0,No,No,65,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.61,3289.65,No
3091-FYHKI,Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,36.94,0.0,Yes
2372-HWUHI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.62,44.62,Yes
7799-LGRDP,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.97,1064.77,No
7850-VWJUU,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.04,1575.84,No
3774-VBNXY,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,1258.6,No
6217-KDYWC,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.13,1127.28,No
0390-DCFDQ,Female,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.58,0.0,Yes
3146-MSEGF,Female,1,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.79,6215.3,No
4080-OGPJL,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,72.82,436.92,Yes
1095-WGNGG,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.7,6102.0,No
2636-SJDOU,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.76,5317.12,No
1131-QQZEB,Male,1,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.14,1689.8,No
5716-EZXZN,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),100.37,6423.68,No
6837-BJYDQ,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.23,40.46,No
2135-RXIHG,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.15,0.0,Yes
6440-DKQGE,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.77,1813.56,No
3466-BYAVD,Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.3,926.9,No
3780-YVMFA,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.04,483.28,No
3874-EQOEP,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.71,478.55,Yes
1679-JRFBR,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),110.05,7593.45,No
9073-ZZIAY,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,87.26,5235.6,No
3077-RSNTJ,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.43,81.72,No
6551-GNYDG,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.8,993.6,No
9167-APMXZ,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.81,1696.2,No
2749-CTKAJ,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.34,427.14,No
6371-NZYEG,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,66.24,993.6,No
7554-NEWDD,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.24,236.16,No
8992-VONJD,Female,0,No,Yes,12,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.7,692.4,No
0867-MKZVY,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.73,1489.14,Yes
4482-EWFMI,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.16,71.16,No
4648-YPBTM,Male,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),74.95,3897.4,No
2907-ILJBN,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.56,225.6,No
6345-FZOQH,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.01,1407.67,No
3376-BMGFE,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.95,212.85,Yes
5997-OPVFA,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.26,6408.46,No
3445-HXXGF,Male,1,Yes,No,56,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.59,2553.04,Yes
